title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin,complete_duration
Build Divide: Code Black,BUILD-DIVIDE -#000000- CODE BLACK,TV,12.0,24.0,OTHER,FALL,Action;Sci-Fi,Gambling;Card Battle;Amnesia;Urban;Yandere;Idol;Male Protagonist;Virtual World;Isekai,61.0,2021-10-10,JP,288.0
Deep Insanity: THE LOST CHILD,Deep Insanity THE LOST CHILD,TV,12.0,24.0,OTHER,FALL,Action;Adventure;Sci-Fi,Male Protagonist;Disability;CGI;Pandemic;Post-Apocalyptic;Rape;Survival;Guns;Female Protagonist;Shapeshifting,49.0,2021-10-13,JP,288.0
"Komi-san wa, Komyushou desu.",Komi Can’t Communicate,TV,12.0,24.0,MANGA,FALL,Comedy;Romance;Slice of Life,School;Kuudere;Disability;Female Protagonist;Episodic;Slapstick;Primarily Teen Cast;Male Protagonist;Coming of Age;Heterosexual,77.0,2021-10-07,JP,288.0
Mieruko-chan,Mieruko-chan,TV,12.0,24.0,MANGA,FALL,Comedy;Horror;Slice of Life;Supernatural,Ghost;Primarily Teen Cast;Female Protagonist;Primarily Female Cast;Urban Fantasy;Body Horror;Youkai;School;Seinen;Gods,72.0,2021-10-03,JP,288.0
Platinum End,Platinum End,TV,24.0,24.0,MANGA,FALL,Drama;Mystery;Psychological;Romance;Supernatural,Denpa;Battle Royale;Angels;Gods;Primarily Teen Cast;Survival;Suicide;Urban Fantasy;Philosophy;Male Protagonist,58.0,2021-10-08,JP,576.0
Puraore!: PRIDE OF ORANGE,PuraOre! ~Pride of Orange~,TV,12.0,24.0,OTHER,FALL,Music;Slice of Life;Sports,Ice Skating;Cute Girls Doing Cute Things;Primarily Female Cast;Female Protagonist;Athletics;Idol;Primarily Teen Cast;CGI;Dancing;Volleyball,59.0,2021-10-06,JP,288.0
Saihate no Paladin,The Faraway Paladin,TV,12.0,24.0,LIGHT_NOVEL,FALL,Action;Adventure;Fantasy;Mystery;Psychological,Demons;Coming of Age;Religion;Mythology;Adoption;Gods;Magic;Isekai;Swordplay;Found Family,68.0,2021-10-09,JP,288.0
Senpai ga Uzai Kouhai no Hanashi,My Senpai is Annoying,TV,12.0,24.0,MANGA,FALL,Comedy;Romance;Slice of Life,Office Lady;Primarily Adult Cast;Female Protagonist;Work;Office;Tsundere;Heterosexual;Josei;Urban;Ensemble Cast,75.0,2021-10-10,JP,288.0
takt op.Destiny,takt op.Destiny,TV,12.0,24.0,OTHER,FALL,Action;Fantasy;Music,Henshin;Urban Fantasy;Male Protagonist;Classical Music;Foreign;Post-Apocalyptic;Female Protagonist;Amnesia;Kuudere;Ensemble Cast,69.0,2021-10-06,JP,288.0
180-byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,,TV_SHORT,12.0,3.0,ORIGINAL,FALL,Slice of Life,Primarily Female Cast;Cute Girls Doing Cute Things;POV;Twins;Iyashikei;Yandere;Bar,49.0,2021-10-15,JP,36.0
Yuyushiki,Yuyushiki,TV,12.0,23.0,MANGA,SPRING,Comedy;Slice of Life,Cute Girls Doing Cute Things;Iyashikei;Primarily Female Cast;Female Protagonist;Surreal Comedy;School;School Club;LGBTQ+ Themes;Yuri;Episodic,72.0,2013-04-10,JP,276.0
Yagate Kimi ni Naru,Bloom Into You,TV,13.0,24.0,MANGA,FALL,Drama;Romance;Slice of Life,Yuri;Female Protagonist;LGBTQ+ Themes;Coming of Age;School;Aromantic;Primarily Female Cast;School Club;Asexual;Love Triangle,78.0,2018-10-05,JP,312.0
Baraou no Souretsu,Requiem of the Rose King,TV,24.0,24.0,MANGA,WINTER,Action;Drama;Supernatural,Historical;Classic Literature;Politics;Boys' Love;Bisexual;LGBTQ+ Themes;Shoujo;Foreign;Ghost;War,56.0,2022-01-09,JP,576.0
CUE!,CUE!,TV,24.0,24.0,VIDEO_GAME,WINTER,Music,Acting;Primarily Female Cast;Work;Cute Girls Doing Cute Things;Female Protagonist;Ensemble Cast;Idol;Primarily Teen Cast;Chuunibyou;Battle Royale,64.0,2022-01-08,JP,576.0
Irodorimidori,Irodorimidori,TV_SHORT,8.0,3.0,OTHER,WINTER,Music,Cute Girls Doing Cute Things;Primarily Female Cast;Band;School;Primarily Teen Cast;Advertisement,54.0,2022-01-05,JP,24.0
Kenja no Deshi wo Nanoru Kenja,She Professed Herself Pupil of the Wise Man,TV,12.0,24.0,LIGHT_NOVEL,WINTER,Adventure;Fantasy,Isekai;Female Protagonist;Magic;Virtual World;Gender Bending;CGI;Dungeon,59.0,2022-01-12,JP,288.0
Koroshi Ai,Love of Kill,TV,12.0,24.0,MANGA,WINTER,Action;Psychological;Romance,Assassins;Heterosexual;Primarily Adult Cast;Urban;Amnesia;Shoujo;Adoption;Guns;Ships;Crime,67.0,2022-01-12,JP,288.0
Leadale no Daichi nite,In the Land of Leadale,TV,12.0,24.0,LIGHT_NOVEL,WINTER,Adventure;Fantasy,Isekai;Female Protagonist;Virtual World;Video Games;Magic;Elf;Iyashikei;Adoption;Primarily Female Cast;Super Power,68.0,2022-01-05,JP,288.0
ORIENT,ORIENT,TV,12.0,24.0,MANGA,WINTER,Action;Adventure;Comedy;Fantasy,Kaiju;Samurai;Shounen;Swordplay;Historical;Magic;Male Protagonist;Demons;Slavery;Survival,62.0,2022-01-06,JP,288.0
Ryman's Club,Salaryman's Club,TV,12.0,23.0,ORIGINAL,WINTER,Drama;Sports,Badminton;Work;Primarily Male Cast;Primarily Adult Cast;Male Protagonist;Disability;Office,72.0,2022-01-30,JP,276.0
Sabikui Bisco,Sabikui Bisco,TV,12.0,24.0,LIGHT_NOVEL,WINTER,Action;Adventure;Fantasy,Post-Apocalyptic;Pandemic;Male Protagonist;Medicine;Archery;Fugitive;Outdoor Activities;Travel;Desert;Boys' Love,70.0,2022-01-11,JP,288.0
Slow Loop,Slow Loop,TV,12.0,24.0,MANGA,WINTER,Slice of Life;Sports,Cute Girls Doing Cute Things;Fishing;Female Protagonist;Iyashikei;Family Life;Outdoor Activities;Primarily Female Cast;Found Family;Food;Educational,71.0,2022-01-07,JP,288.0
Sono Bisque Doll wa Koi wo Suru,My Dress-Up Darling,TV,12.0,24.0,MANGA,WINTER,Comedy;Ecchi;Romance;Slice of Life,Cosplay;Otaku Culture;Fashion;Male Protagonist;Heterosexual;Primarily Teen Cast;Female Protagonist;Gyaru;Seinen;Photography,80.0,2022-01-09,JP,288.0
Tokyo 24-ku,Tokyo 24th Ward,TV,12.0,24.0,ORIGINAL,WINTER,Mystery;Sci-Fi,Urban;Super Power;Primarily Male Cast;Dystopian;Ensemble Cast;Crime;Primarily Adult Cast;Chuunibyou;Drugs;Philosophy,60.0,2022-01-06,JP,288.0
Mary to Majo no Hana,Mary and The Witch's Flower,MOVIE,1.0,102.0,OTHER,SUMMER,Adventure;Fantasy,Witch;Magic;Female Protagonist;Kids;Foreign;Coming of Age;Primarily Child Cast;Animals;Isekai;School,71.0,2017-07-08,JP,102.0
Deji Meets Girl,Deiji Meets Girl,TV_SHORT,12.0,2.0,ORIGINAL,FALL,Slice of Life;Supernatural,Female Protagonist;Rural;Iyashikei;Heterosexual;Inn;Urban Fantasy;Coastal,60.0,2021-10-02,JP,24.0
Liz to Aoi Tori,Liz and the Blue Bird,MOVIE,1.0,90.0,OTHER,SPRING,Drama;Music;Slice of Life,Coming of Age;Yuri;Female Protagonist;Band;Primarily Female Cast;Fairy Tale;Unrequited Love;Classical Music;Primarily Teen Cast;School Club,83.0,2018-04-21,JP,90.0
Kimi no Suizou wo Tabetai,I Want to Eat Your Pancreas,MOVIE,1.0,108.0,OTHER,SUMMER,Drama;Romance;Slice of Life,Coming of Age;Male Protagonist;Philosophy;Female Protagonist;Heterosexual;Primarily Teen Cast;Classic Literature;Rehabilitation;Unrequited Love;Achronological Order,84.0,2018-09-01,JP,108.0
Hotarubi no Mori e,Into the Forest of Fireflies' Light,MOVIE,1.0,45.0,MANGA,SUMMER,Drama;Fantasy;Romance;Supernatural,Coming of Age;Youkai;Ghost;Rural;Urban Fantasy;Male Protagonist;Shoujo;Female Protagonist;Heterosexual;Iyashikei,79.0,2011-09-17,JP,45.0
Cider no You ni Kotoba ga Wakiagaru,Words Bubble Up Like Soda Pop,MOVIE,1.0,87.0,ORIGINAL,SUMMER,Romance;Slice of Life,Coming of Age;Primarily Teen Cast;Rural;Male Protagonist;Heterosexual;Female Protagonist;Calligraphy;Classic Literature;Philosophy;CGI,73.0,2021-07-22,JP,87.0
Koe no Katachi,A Silent Voice,MOVIE,1.0,130.0,MANGA,SUMMER,Drama;Romance;Slice of Life,Disability;Bullying;Rehabilitation;Language Barrier;Coming of Age;Suicide;Male Protagonist;Primarily Teen Cast;School;Heterosexual,88.0,2016-09-17,JP,130.0
Aharen-san wa Hakarenai,Aharen-san wa Hakarenai,TV,12.0,24.0,MANGA,SPRING,Comedy;Romance;Slice of Life,Kuudere;School;Surreal Comedy;Slapstick;Male Protagonist;Primarily Teen Cast;Episodic;Heterosexual;Female Protagonist;Parody,71.0,2022-04-02,JP,288.0
BIRDIE WING: Golf Girls' Story,BIRDIE WING -Golf Girls' Story-,TV,13.0,24.0,ORIGINAL,SPRING,Drama;Slice of Life;Sports,Golf;Female Protagonist;Primarily Female Cast;Primarily Teen Cast;Gambling;Mafia;School;Gangs;Foreign;Class Struggle,73.0,2022-04-06,JP,312.0
Dance Dance Danseur,Dance Dance Danseur,TV,11.0,24.0,MANGA,SPRING,Drama;Romance;Slice of Life;Sports,Dancing;Male Protagonist;Love Triangle;Heterosexual;Seinen;Ballet;School;Bullying;Acting;School Club,76.0,2022-04-09,JP,264.0
Summer Time Render,Summer Time Rendering,TV,25.0,24.0,MANGA,SPRING,Action;Drama;Mystery;Supernatural;Thriller,Urban Fantasy;Time Loop;Primarily Teen Cast;Shapeshifting;Super Power;Coastal;Mythology;Rural;Ensemble Cast;Dissociative Identities,83.0,2022-04-15,JP,600.0
Tomodachi Game,Tomodachi Game,ONA,12.0,23.0,MANGA,SPRING,Drama;Mystery;Psychological;Thriller,Male Protagonist;Survival;Anti-Hero;Crime;Shounen;Battle Royale;Revenge;Torture;Death Game;Acting,76.0,2022-04-06,JP,276.0
Kakegurui Twin,Kakegurui Twin,ONA,6.0,27.0,MANGA,SUMMER,Drama;Mystery;Psychological,Gambling;School;Primarily Female Cast;Female Protagonist;LGBTQ+ Themes;School Club;Shounen;Maids;Slavery;Gyaru,71.0,2022-08-04,JP,162.0
Sword Art Online: Progressive - Hoshinaki Yoru no Aria,Sword Art Online the Movie -Progressive- Aria of a Starless Night,MOVIE,1.0,97.0,LIGHT_NOVEL,FALL,Action;Adventure;Fantasy;Romance,Virtual World;Death Game;Video Games;Swordplay;Survival;Female Protagonist;Primarily Teen Cast;Isekai;Philosophy;Heterosexual,78.0,2021-10-30,JP,97.0
Totsukuni no Shoujo (2022),The Girl from the Other Side,OVA,1.0,70.0,MANGA,WINTER,Drama;Fantasy;Mystery,Rural;Philosophy;Gods;Demons;Magic;Environmental;Male Protagonist;Female Protagonist;Teacher;Religion,75.0,2022-03-10,JP,70.0
Extreme Hearts,Extreme Hearts,TV,12.0,24.0,ORIGINAL,SUMMER,Music;Sports,Primarily Female Cast;Idol;Female Protagonist;Athletics;Artificial Intelligence;Baseball;Basketball;Football;Robots;Volleyball,62.0,2022-07-10,JP,288.0
Lycoris Recoil,Lycoris Recoil,TV,13.0,24.0,ORIGINAL,SUMMER,Action;Slice of Life,Female Protagonist;Primarily Female Cast;Crime;Guns;Assassins;Terrorism;Conspiracy;Urban;Found Family;Work,81.0,2022-07-02,JP,312.0
Teppen!!!!!!!!!!!!!!!,TEPPEN!!!!!!!!!!!!!!! Laughing 'til You Cry,TV,12.0,24.0,MANGA,SUMMER,Comedy;Slice of Life,Cute Girls Doing Cute Things;Primarily Female Cast;Surreal Comedy;Manzai;Ensemble Cast;Primarily Teen Cast;Episodic;Aliens;Rakugo,63.0,2022-07-02,JP,288.0
Warau Arsnotoria Sun!,Smile of the Arsnotoria the Animation,TV,12.0,24.0,VIDEO_GAME,SUMMER,Fantasy;Slice of Life,Cute Girls Doing Cute Things;Primarily Female Cast;Female Protagonist;Iyashikei;Magic;School;Gore;Foreign;Kuudere;Femboy,55.0,2022-07-06,JP,288.0
Cyberpunk: Edgerunners,Cyberpunk: Edgerunners,ONA,10.0,24.0,VIDEO_GAME,SUMMER,Action;Drama;Psychological;Sci-Fi,Cyberpunk;Crime;Dystopian;Cyborg;Male Protagonist;Class Struggle;Gangs;Urban;Body Horror;Orphan,85.0,2022-09-13,JP,240.0
Ousama Ranking,Ranking of Kings,TV,23.0,23.0,MANGA,FALL,Action;Adventure;Drama;Fantasy,Disability;Coming of Age;Fairy Tale;Conspiracy;Male Protagonist;Language Barrier;Ensemble Cast;Medieval;Swordplay;Bullying,84.0,2021-10-15,JP,529.0
Nazotokine,,TV_SHORT,12.0,8.0,ORIGINAL,FALL,Mystery,Female Protagonist;Isekai;Henshin,42.0,2016-10-06,JP,96.0
4-nin wa Sorezore Uso wo Tsuku,The Little Lies We All Tell,TV,11.0,23.0,MANGA,FALL,Comedy;Sci-Fi;Slice of Life;Supernatural,Surreal Comedy;Aliens;Cute Girls Doing Cute Things;Ensemble Cast;Female Protagonist;Ninja;Super Power;Primarily Teen Cast;Episodic;Crossdressing,68.0,2022-10-16,JP,253.0
Blue Lock,BLUE LOCK,TV,24.0,25.0,MANGA,FALL,Action;Drama;Sports,Football;Male Protagonist;Shounen;Athletics;Primarily Male Cast;Battle Royale;Primarily Teen Cast;Ensemble Cast;Anti-Hero;Revenge,80.0,2022-10-09,JP,600.0
Bocchi the Rock!,BOCCHI THE ROCK!,TV,12.0,24.0,MANGA,FALL,Comedy;Music;Slice of Life,Band;Female Protagonist;Primarily Female Cast;Primarily Teen Cast;Rock Music;Cute Girls Doing Cute Things;Coming of Age;Hikikomori;Rehabilitation;Surreal Comedy,87.0,2022-10-09,JP,288.0
C Danchi,Housing Complex C,TV,4.0,25.0,ORIGINAL,FALL,Horror;Supernatural,Rural;Female Protagonist;Philosophy;Cosmic Horror;Gods;Mythology;Body Horror;Gore;Denpa;Anachronism,49.0,2022-10-02,JP,100.0
Chainsaw Man,Chainsaw Man,TV,12.0,25.0,MANGA,FALL,Action;Drama;Horror;Supernatural,Demons;Monster Boy;Urban Fantasy;Male Protagonist;Gore;Anti-Hero;Body Horror;Shapeshifting;Urban;Henshin,83.0,2022-10-12,JP,300.0
Do It Yourself!!,Do It Yourself!!,TV,12.0,24.0,ORIGINAL,FALL,Slice of Life,School Club;Cute Girls Doing Cute Things;Iyashikei;Female Protagonist;Primarily Female Cast;Primarily Teen Cast;School;Tsundere;Educational;Tomboy,74.0,2022-10-06,JP,288.0
Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,TV,20.0,24.0,LIGHT_NOVEL,FALL,Action;Comedy;Fantasy,Isekai;Chuunibyou;Male Protagonist;Parody;Anti-Hero;Magic;Cult;Acting;Swordplay;Assassins,81.0,2022-10-05,JP,480.0
Koukyuu no Karasu,Raven of the Inner Palace,TV,13.0,24.0,LIGHT_NOVEL,FALL,Drama;Fantasy;Mystery;Supernatural,Female Protagonist;Foreign;Historical;Primarily Adult Cast;Detective;Kuudere;Mythology;Magic;Episodic;Necromancy,73.0,2022-10-01,JP,312.0
Genshiken,Genshiken,TV,12.0,25.0,MANGA,FALL,Comedy;Slice of Life,Otaku Culture;School Club;Parody;Cosplay;College;Meta;Ensemble Cast;Primarily Adult Cast;Seinen;Heterosexual,74.0,2004-10-10,JP,300.0
Isekai Oji-san,Uncle from Another World,TV,13.0,24.0,MANGA,SUMMER,Adventure;Comedy;Fantasy,Isekai;Parody;Magic;Meta;Male Protagonist;Seinen;Video Games;Primarily Adult Cast;Tsundere;Elf,76.0,2022-07-06,JP,312.0
Hikari no Ou,The Fire Hunter,TV,10.0,24.0,OTHER,WINTER,Action;Adventure;Drama;Fantasy;Mystery,Female Protagonist;Post-Apocalyptic;Steampunk;Animals;Wilderness;Male Protagonist;Environmental;Philosophy;Rural;Conspiracy,61.0,2023-01-14,JP,240.0
NIJIYON ANIMATION,NIJIYON ANIMATION,TV_SHORT,12.0,4.0,MANGA,WINTER,Comedy;Music;Slice of Life,Idol;Full CGI;Chibi;Primarily Female Cast;CGI;Cute Girls Doing Cute Things;Female Harem;LGBTQ+ Themes;Primarily Teen Cast,68.0,2023-01-06,JP,48.0
Onii-chan wa Oshimai!,ONIMAI: I'm Now Your Sister!,TV,12.0,24.0,MANGA,WINTER,Comedy;Ecchi;Slice of Life,Gender Bending;Rehabilitation;Age Regression;Cute Girls Doing Cute Things;Primarily Female Cast;Primarily Teen Cast;Coming of Age;Female Protagonist;Hikikomori;Family Life,75.0,2023-01-05,JP,288.0
REVENGER,Revenger,TV,12.0,24.0,ORIGINAL,WINTER,Action,Revenge;Historical;Assassins;Male Protagonist;Samurai;Primarily Adult Cast;Anti-Hero;Crime;Religion;Drugs,64.0,2023-01-05,JP,288.0
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,"Saving 80,000 Gold in Another World for My Retirement",TV,12.0,23.0,LIGHT_NOVEL,WINTER,Comedy;Fantasy;Slice of Life,Economics;Isekai;Female Protagonist;Food;Guns;Rural;Military;Primarily Teen Cast;Cute Girls Doing Cute Things;Dragons,68.0,2023-01-08,JP,276.0
Tensei Oujo to Tensai Reijou no Mahou Kakumei,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,TV,12.0,24.0,LIGHT_NOVEL,WINTER,Fantasy;Romance,Female Protagonist;Magic;Yuri;Primarily Female Cast;Royal Affairs;Politics;Conspiracy;LGBTQ+ Themes;Maids;Swordplay,75.0,2023-01-04,JP,288.0
Suzume no Tojimari,Suzume,MOVIE,1.0,121.0,ORIGINAL,FALL,Adventure;Fantasy;Mystery;Supernatural,Urban Fantasy;Female Protagonist;Travel;Coming of Age;Magic;Shapeshifting;Orphan;Gods;Kaiju;Family Life,81.0,2022-11-11,JP,121.0
Joshiraku,Joshiraku,TV,13.0,24.0,MANGA,SUMMER,Comedy;Slice of Life,Cute Girls Doing Cute Things;Meta;Primarily Female Cast;Surreal Comedy;Satire;Parody;Slapstick;Acting;Rakugo;Female Protagonist,73.0,2012-07-06,JP,312.0
Azumanga Daiou THE ANIMATION,Azumanga Daioh,TV,26.0,24.0,MANGA,SPRING,Comedy;Slice of Life,School;Primarily Female Cast;Episodic;Slapstick;Surreal Comedy;Cute Girls Doing Cute Things;Female Protagonist;Coming of Age;Ensemble Cast;Primarily Teen Cast,79.0,2002-04-09,JP,624.0
Sora yori mo Tooi Basho,A Place Further Than the Universe,TV,13.0,24.0,ORIGINAL,WINTER,Adventure;Comedy;Drama,Travel;Coming of Age;Primarily Female Cast;Ensemble Cast;Female Protagonist;Outdoor Activities;Snowscape;Foreign;Orphan;Family Life,84.0,2018-01-02,JP,312.0
Boku dake ga Inai Machi,ERASED,TV,12.0,23.0,MANGA,WINTER,Drama;Mystery;Psychological;Supernatural;Thriller,Age Regression;Crime;Primarily Child Cast;Male Protagonist;Detective;Snowscape;Urban Fantasy;Super Power;Ensemble Cast;Seinen,81.0,2016-01-08,JP,276.0
Kimi wo Aishita Hitori no Boku e,"To Me, The One Who Loved You",MOVIE,1.0,98.0,OTHER,FALL,Romance;Sci-Fi,Male Protagonist;Memory Manipulation;Coming of Age;Ghost;Heterosexual,73.0,2022-10-07,JP,98.0
Boku ga Aishita Subete no Kimi e,To Every You I’ve Loved Before,MOVIE,1.0,102.0,OTHER,FALL,Romance;Sci-Fi,Coming of Age;Male Protagonist;Family Life;Heterosexual;Philosophy,74.0,2022-10-07,JP,102.0
Ishuzoku Reviewers,Interspecies Reviewers,TV,12.0,24.0,MANGA,WINTER,Comedy;Ecchi;Fantasy,Prostitution;Monster Girl;Nudity;Primarily Adult Cast;Male Protagonist;Seinen;Succubus;Large Breasts;Medieval;Ahegao,72.0,2020-01-11,JP,288.0
Ai no Utagoe wo Kikasete,Sing a Bit of Harmony,MOVIE,1.0,109.0,ORIGINAL,FALL,Music;Sci-Fi,Artificial Intelligence;Robots;Musical Theater;Female Protagonist;Primarily Teen Cast;School;Ensemble Cast;Fugitive;Heterosexual;Male Protagonist,75.0,2021-10-29,JP,109.0
[Oshi no Ko],Oshi No Ko,TV,11.0,24.0,MANGA,SPRING,Drama;Mystery;Psychological;Supernatural,Acting;Idol;Revenge;Twins;Male Protagonist;Urban;Detective;Female Protagonist;Coming of Age;Anti-Hero,84.0,2023-04-12,JP,264.0
Jigokuraku,Hell’s Paradise,TV,13.0,24.0,MANGA,SPRING,Action;Adventure;Mystery;Supernatural,Survival;Swordplay;Body Horror;Gore;Shounen;Ninja;Samurai;Religion;Battle Royale;Historical,80.0,2023-04-01,JP,312.0
Kanojo ga Koushaku-tei ni Itta Riyuu,Why Raeliana Ended Up at the Duke’s Mansion,TV,12.0,24.0,MANGA,SPRING,Comedy;Fantasy;Mystery;Romance,Isekai;Female Protagonist;Royal Affairs;Heterosexual;Ojou-sama;Shoujo;Primarily Adult Cast;Politics;Marriage;Fake Relationship,74.0,2023-04-10,JP,288.0
Mahou Shoujo Magical Destroyers,Magical Destroyers,TV,12.0,24.0,ORIGINAL,SPRING,Action;Comedy;Ecchi;Mahou Shoujo,Otaku Culture;Henshin;Dystopian;Urban;Meta;Magic;Surreal Comedy;Heterosexual;War;Male Protagonist,60.0,2023-04-08,JP,288.0
MASHLE,MASHLE: MAGIC AND MUSCLES,TV,12.0,24.0,MANGA,SPRING,Action;Comedy;Fantasy,Magic;Shounen;Male Protagonist;Parody;School;Fitness;Slapstick;Primarily Teen Cast;Super Power;Primarily Male Cast,76.0,2023-04-08,JP,288.0
My Home Hero,My Home Hero,TV,12.0,24.0,MANGA,SPRING,Action;Drama;Psychological;Thriller,Crime;Yakuza;Primarily Adult Cast;Male Protagonist;Seinen;Mafia;Fugitive;Urban;Anti-Hero;Gangs,68.0,2023-04-02,JP,288.0
Tengoku Daimakyou,Tengoku Daimakyo,TV,13.0,24.0,MANGA,SPRING,Adventure;Mystery;Sci-Fi;Thriller,Dystopian;Post-Apocalyptic;Survival;Achronological Order;Seinen;Travel;Conspiracy;Male Protagonist;Gender Bending;Orphan,81.0,2023-04-01,JP,312.0
Yamada-kun to Lv999 no Koi wo Suru,My Love Story with Yamada-kun at Lv999,TV,13.0,24.0,MANGA,SPRING,Comedy;Drama;Romance,Kuudere;Video Games;Female Protagonist;Heterosexual;Shoujo;Otaku Culture;Primarily Adult Cast;College;Love Triangle;E-Sports,78.0,2023-04-02,JP,312.0
Shiguang Dailiren,Link Click,ONA,11.0,24.0,ORIGINAL,SPRING,Drama;Mystery;Supernatural;Thriller,Time Manipulation;Body Swapping;Super Power;Photography;Male Protagonist;Tragedy;Primarily Adult Cast;Crime;Urban Fantasy;Urban;Memory Manipulation;Natural Disaster;Episodic;Suicide;Family Life;Police;Martial Arts;College;Office Lady;Office;Basketball;School,86.0,2021-04-30,CN,264.0
AI no Idenshi,The Gene of AI,TV,12.0,24.0,MANGA,SUMMER,Drama;Psychological;Sci-Fi,Urban;Medicine;Artificial Intelligence;Episodic;Philosophy;Cyborg;Primarily Adult Cast;Cyberpunk;Robots;Male Protagonist,63.0,2023-07-08,JP,288.0
Dekiru Neko wa Kyou mo Yuuutsu,The Masterful Cat is Depressed Again Today,TV,13.0,23.0,MANGA,SUMMER,Comedy;Fantasy;Slice of Life,Primarily Adult Cast;Animals;Female Protagonist;Episodic;Anthropomorphism;Iyashikei;Office Lady;Shounen;Food;Surreal Comedy,75.0,2023-07-08,JP,299.0
Liar Liar,"Liar, Liar",TV,12.0,24.0,LIGHT_NOVEL,SUMMER,Psychological;Romance,Male Protagonist;School;Gambling;Female Harem;Tsundere;Heterosexual;Primarily Teen Cast;Maids;Shapeshifting;Femboy,61.0,2023-07-08,JP,288.0
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Rurouni Kenshin (2023),TV,24.0,23.0,MANGA,SUMMER,Action;Drama;Romance,Swordplay;Historical;Samurai;Male Protagonist;Martial Arts;Shounen;Found Family;Assassins;Heterosexual;Rural,74.0,2023-07-07,JP,552.0
Suki na Ko ga Megane wo Wasureta,The Girl I Like Forgot Her Glasses,TV,13.0,24.0,MANGA,SUMMER,Comedy;Romance,Primarily Teen Cast;Heterosexual;School;Male Protagonist;Disability;CGI;Iyashikei;Kuudere;Shounen;Primarily Child Cast,68.0,2023-07-04,JP,312.0
Zom 100: Zombie ni Naru Made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,TV,12.0,24.0,MANGA,SUMMER,Action;Comedy;Horror;Supernatural,Zombie;Travel;Post-Apocalyptic;Surreal Comedy;Survival;Rural;Male Protagonist;Urban;Slapstick;Primarily Adult Cast,77.0,2023-07-09,JP,288.0
UN-GO,UN-GO,TV,11.0,24.0,OTHER,FALL,Drama;Mystery;Psychological;Sci-Fi;Supernatural,Detective;Dystopian;Urban;Monster Boy;Work;Urban Fantasy;Guns;Shapeshifting;Police;Military,70.0,2011-10-14,JP,264.0
Heike Monogatari,The Heike Story,ONA,11.0,23.0,OTHER,FALL,Drama;Supernatural,Politics;Classic Literature;War;Historical;Philosophy;Military;Religion;Samurai;Suicide;Ghost,76.0,2021-09-16,JP,253.0
Kanojo to Kanojo no Neko: Everything Flows,She and Her Cat -Everything Flows-,TV_SHORT,4.0,8.0,ORIGINAL,WINTER,Drama;Slice of Life,Animals;Female Protagonist;Iyashikei;Primarily Adult Cast;Episodic,74.0,2016-03-04,JP,32.0
Dr. STONE,Dr. STONE,TV,24.0,24.0,MANGA,SUMMER,Action;Adventure;Comedy;Sci-Fi,Post-Apocalyptic;Survival;Lost Civilization;Educational;Male Protagonist;Shounen;Environmental;Kingdom Management;Ensemble Cast;Primarily Teen Cast,81.0,2019-07-05,JP,576.0
Tonari no Seki-kun,Tonari no Seki-kun: The Master of Killing Time,TV_SHORT,21.0,8.0,MANGA,WINTER,Comedy,Slapstick;Episodic;School;Female Protagonist;Shogi;Seinen;Go,73.0,2014-01-06,JP,168.0
Choboraunyopomi Gekijou Ai Mai Mii,Ai-Mai-Mi,TV_SHORT,13.0,3.0,MANGA,WINTER,Comedy;Slice of Life,Surreal Comedy;Primarily Female Cast;Cute Girls Doing Cute Things;Otaku Culture;School Club;Seinen,54.0,2013-01-03,JP,39.0
Skip to Loafer,Skip and Loafer,TV,12.0,24.0,MANGA,SPRING,Comedy;Romance;Slice of Life,School;Female Protagonist;Primarily Teen Cast;Coming of Age;Heterosexual;Urban;Seinen;Iyashikei;Acting;Transgender,81.0,2023-04-04,JP,288.0
Hametsu no Oukoku,The Kingdoms of Ruin,TV,12.0,24.0,MANGA,FALL,Action;Drama;Fantasy,Revenge;Magic;Witch;Gore;Anti-Hero;Terrorism;Shounen;Male Protagonist;Lost Civilization;Dystopian,61.0,2023-10-07,JP,288.0
Hoshikuzu Telepath,Stardust Telepath,TV,12.0,24.0,MANGA,FALL,Comedy;Drama;Slice of Life,Primarily Teen Cast;LGBTQ+ Themes;Primarily Female Cast;Female Protagonist;Cute Girls Doing Cute Things;School Club;Aliens;Coming of Age;Educational;Amnesia,70.0,2023-10-09,JP,288.0
Kusuriya no Hitorigoto,The Apothecary Diaries,TV,24.0,23.0,LIGHT_NOVEL,FALL,Drama;Mystery,Female Protagonist;Medicine;Ancient China;Drugs;Historical;Detective;Conspiracy;Politics;Foreign;Work,88.0,2023-10-22,JP,552.0
SHY,SHY,TV,12.0,24.0,MANGA,FALL,Action;Drama,Henshin;Female Protagonist;Superhero;Super Power;Primarily Female Cast;Shounen;Disability;Age Regression;Travel;Ninja,66.0,2023-10-03,JP,288.0
